,序号,一级流程,二级流程,三级流程,处罚企业名称,处罚企业简称,处罚决定书文号（如适用）,事件描述,相关法规（如适用）,处罚措施（如适用）,处罚金额（万元）（如适用）,处罚机关（如适用）,处罚地域,处罚日期（如适用）,事件发生日期,事件类型,事件信息源,是否影响业务范围,事件内控类型（如适用）,损失事件类型,事件损失等级,事件损失等级得分,维护日期,维护人,备注
948,226,客户管理,商户管理,账户开立与账户管理,李长车（时任中国建设银行山东省分行个人金融部副总经理）,,济银罚字〔2019〕第4号,违反人民币银行结算账户业务、条码支付业务管理规定,,警告，并处50000元罚款,5,中国人民银行济南分行,,2019-08-22,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
949,227,客户管理,商户管理,账户开立与账户管理,刘庆（时任中国建设银行山东省分行信用卡业务部高级客户经理）,,济银罚字〔2019〕第5号,违反人民币银行结算账户业务、条码支付业务管理规定,,警告，并处40000元罚款,4,中国人民银行济南分行,,2019-08-22,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
950,228,客户管理,商户管理,账户开立与账户管理,荣卫民（时任中国建设银行山东省分行网络金融部总经理）,,济银罚字〔2019〕第6号,违反人民币银行结算账户业务、条码支付业务管理规定,,警告，并处50000元罚款,5,中国人民银行济南分行,,2019-08-22,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
951,229,运营支持,合规风险管理,监管报送及披露,济宁银行股份有限公司菏泽分行,,菏银罚字〔2021〕5号,1.超过期限向中国人民银行报送账户撤销资料；2.未按规定解缴假币；3.对外支付残缺、污损人民币。,,给予警告，并处2.7万元罚款。,2.7,中国人民银行菏泽市中心支行,,2021-02-18,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,一般(2),2.0,,,
952,230,交易管理,银行卡收单管理,交易结算,工商银行滨州分行,,（滨银）罚字〔2018〕第4号,银行卡收单业务中，违规将个人银行结算账户作为法人类特约商户的收单银行结算账户使用；,,警告，罚款人民币10.5万元,10.5,中国人民银行滨州市中心支行,,2018-07-18,,企业事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
953,231,客户管理,商户管理,商户资质审核及信息更新,山东阳信农村商业银行股份有限公司,,（滨银）罚字〔2020〕第13号,（2）与客户建立业务关系时，未按规定识别客户身份。未按规定对异常交易进行人工分析、识别，排除理由不合理，或可疑交易报告理由不完整。,,警告，并处罚款40.9万元,40.9,中国人民银行滨州市中心支行,,2020-11-25,,企业事件,监管,否,执行层面,客户、产品和业务活动事件,严重(4),4.0,,,
954,1,运营支持,财务流程管理,备付金管理,捷易付科技有限公司,,深人银罚〔2016〕6号,违反客户备付金相关管理规定,《支付机构客户备付金存管办法》,"罚款30,000.00元",3,中国人民银行深圳市中心支行,深圳,2016-10-24,,,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
955,2,客户管理,商户管理,账户开立与账户管理,智付电子支付有限公司,,深人银罚〔2016〕1号,未按规定办理相关变更事项,,"罚款  30,000.00",3,中国人民银行深圳市中心支行,深圳,2016-04-24,,,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
956,3,客户管理,商户管理,账户开立与账户管理,深圳瑞银信信息技术有限公司,,深人银罚〔2016〕2号,未按规定办理相关变更事项,,"罚款  30,000.00",3,中国人民银行深圳市中心支行,深圳,2016-04-24,,,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
957,4,客户管理,商户管理,账户开立与账户管理,银盛支付服务股份有限公司,,深人银罚〔2016〕3号,未按规定办理相关变更事项,,"罚款  20,000.00",2,中国人民银行深圳市中心支行,深圳,2016-04-29,,,监管,否,执行层面,客户、产品和业务活动事件,一般(2),2.0,,,
958,5,运营支持,合规风险管理,外包风险管理,深圳瑞银信信息技术有限公司,,深人银罚〔2016〕4号,违反银行卡收单业务外包管理规定,《银行卡收单业务管理办法》,"罚款  30,000.00",3,中国人民银行深圳市中心支行,深圳,2016-05-03,,,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
959,6,客户管理,商户管理,账户开立与账户管理,重庆市钱宝科技服务有限公司,,深人银罚〔2016〕5号,未按规定办理相关变更事项,,"罚款150,000.00",15,中国人民银行深圳市中心支行,深圳,2016-06-07,,,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
960,11,客户管理,商户管理,商户资质审核及信息更新,刘京霖（时任深圳市腾付通电子支付科技有限公司内控合规部负责人）,,深人银罚〔2020〕40号,"对深圳市腾付通电子支付科技有限公司的下列违法违规行为负有直接责任：
1.未按规定履行客户身份识别义务；",《非金融机构支付服务管理办法》,罚款人民币18万元,18,中国人民银行深圳市中心支行,深圳,2020-12-31,,个人事件,监管,否,执行层面,客户、产品和业务活动事件,重要(3),3.0,,,
961,11,交易管理,网络支付管理,交易监控,刘京霖（时任深圳市腾付通电子支付科技有限公司内控合规部负责人）,,深人银罚〔2020〕40号,"对深圳市腾付通电子支付科技有限公司的下列违法违规行为负有直接责任：
2.未按规定报送大额交易报告或者可疑交易报告。",《非金融机构支付服务管理办法》,罚款人民币18万元,18,中国人民银行深圳市中心支行,深圳,2020-12-31,,个人事件,监管,否,执行层面,执行、交割和流程管理事件,重要(3),3.0,,,
962,12,交易管理,网络支付管理,交易监控,周治明（财付通支付科技有限公司风控总监）,,深人银罚〔2020〕41号,"对财付通支付科技有限公司下列违法违规行为负有直接责任：
1.未按真实交易场景、准确标识并完整发送、保存交易信息，确保交易信息真实、完整、可追溯和在支付全流程中的一致性；",《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,警告，罚款人民币55万元,55,中国人民银行深圳市中心支行,深圳,2020-12-31,,个人事件,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
963,12,交易管理,网络支付管理,交易监控,周治明（财付通支付科技有限公司风控总监）,,深人银罚〔2020〕41号,"对财付通支付科技有限公司下列违法违规行为负有直接责任：
2.为非法交易、虚假交易提供支付服务，发现客户疑似或者涉嫌违法违规行为未按规定采取有效措施。

",,警告，罚款人民币55万元,55,中国人民银行深圳市中心支行,深圳,2020-12-31,,个人事件,监管,否,执行层面,执行、交割和流程管理事件,严重(4),4.0,,,
964,13,交易管理,网络支付管理,交易结算,天下支付科技有限公司,,深人银罚〔2019〕14号,违反支付结算管理和反洗钱相关制度,,"没收该公司违法所得2,590,884.18元，并对该公司处罚款人民币3,100,884.18元，罚没合计人民币5,691,768.36元；对该公司负有直接责任的市场总监徐露媛给予警告，并处罚款人民币13.4万元。",569.1,中国人民银行深圳市中心支行,深圳,2019-12-17,,,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
965,13,交易管理,网络支付管理,交易结算,徐露媛（时任天下支付科技有限公司市场总监）,,深人银罚〔2019〕14号,违反支付结算管理和反洗钱相关制度,,"没收该公司违法所得2,590,884.18元，并对该公司处罚款人民币3,100,884.18元，罚没合计人民币5,691,768.36元；对该公司负有直接责任的市场总监徐露媛给予警告，并处罚款人民币13.4万元。",13.4,中国人民银行深圳市中心支行,深圳,2019-12-17,,个人事件,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
966,14,运营支持,合规风险管理,外包风险管理,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,1.违规将特约商户的结算资金划转至外包服务机构拥有或实际控制的结算账户；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
967,14,运营支持,合规风险管理,外包风险管理,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,2.违规将外包服务机构拓展为特约商户并接受其发送的银行卡交易信息；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
968,14,交易管理,代收交易,交易结算,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,3.未按规定开展代付业务；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
969,14,交易管理,网络支付管理,交易结算,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,4.为不符合规定的特约商户提供T+0资金结算服务；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,执行、交割和流程管理事件,灾难性(5),5.0,,,
970,14,客户管理,商户管理,信息、交易记录、操作记录留存,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,5.未按规定报送账户开立资料；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,客户、产品和业务活动事件,灾难性(5),5.0,,,
971,14,客户管理,商户管理,账户开立与账户管理,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,6.未按规定报送账户撤销资料；,《非金融机构支付服务管理办法》、《银行卡收单业务管理办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,客户、产品和业务活动事件,灾难性(5),5.0,,,
972,14,运营支持,财务流程管理,备付金管理,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,7.违规为不同支付机构办理客户备付金互转；,《支付机构客户备付金存管办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,客户、产品和业务活动事件,灾难性(5),5.0,,,
973,14,运营支持,财务流程管理,备付金管理,中信银行股份有限公司深圳分行,,深人银罚〔2020〕9号,8.违规为支付机构客户备付金收付账户提供跨行出金；,《支付机构客户备付金存管办法》,"对该行给予警告，没收违法所得人民币942,587.48元，并处以罚款人民币2,290,842元，合计罚没金额3,233,429.48元",323.3,中国人民银行深圳市中心支行,深圳,2020-06-10,,,监管,否,执行层面,客户、产品和业务活动事件,灾难性(5),5.0,,,
